dialog_act,utterance
request,what is the post code
inform,im looking for a restaurant that serves thai food
reqalts,is their anything else
request,what is the phone number and price range
inform,expensive
inform,any
inform,european food
null,sil
thankyou,thank you goodbye
inform,find a restaurant in the west part of town
request,may i have the address and phone number
inform,west
confirm,is it hungarian food
null,what about
reqalts,how about asian oriental type of food
request,phone number
inform,spanish
inform,moderate
reqalts,how about european
thankyou,thank you
inform,asian oriental
request,what is the address
thankyou,thank you good bye
request,whats the address and post code
reqalts,how about vietnamese type of food
reqalts,anything else
ack,have a good
inform,i dont care
inform,i dont care
inform,any type
affirm,yes
inform,vietnamese
reqalts,how about gastro type
inform,any kind
inform,cantonese food
null,noise
thankyou,thank you good bye
reqalts,is there anything else
request,can i have the phone number
request,can you give me the address
inform,italian food
request,can i get the phone number
null,unintelligible
null,breathing
thankyou,thank you good bye
null,tv_noise
inform,east part of town
inform,south
negate,no vietnamese food
inform,im looking for a
inform,moderately priced catalan food
request,may i have the address and phone number
inform,swedish food
inform,im looking for a restaurant in the west part of town
inform,i need a restaurant that serves corsica food
request,and the phone number
request,what kind of food does it serve
null,unintelligible
inform,can you do anything else beside repeat yourself
inform,im looking for a restaurant in the west part of town that serves
reqalts,what about european
request,alright do you have the phone number for that one
inform,food
request,whats their address
request,whats the phone number
inform,it doesnt matter
inform,i dont care
inform,dont care
inform,i dont care
inform,italian food
thankyou,thank you and good bye
inform,a restaurant in the center
inform,i want an italian restaurant in the center
null,unintelligible
request,address phone number and post code
thankyou,thank you good bye
inform,anything
request,what is the post code
affirm,yes
request,may i have the phone number
inform,spanish food
request,address
inform,romanian
inform,south
inform,italian
request,can i have the phone number
negate,no something else
inform,expensive
affirm,yea
thankyou,thank you good bye
request,address
inform,dont care
inform,any part of town
null,unintelligible
inform,british food
request,post code
inform,any price range is fine
request,post code
inform,halal
request,phone number
negate,no unintelligible
request,whats the phone number
inform,im looking for a moderately priced restaurant in the north part of town
affirm,yes
inform,im looking for a restaurant that serves unintelligible
request,post code
inform,what european food
inform,not korean unintelligible
reqalts,is there any restaurant
inform,the south part of town
inform,chinese food
null,noise
reqalts,how about chinese food
thankyou,thank you good bye
thankyou,thank you goodbye
thankyou,thank you good bye
inform,spanish food
inform,doesnt matter
request,what is the post code
inform,dont care
negate,no no im looking
request,price range
reqalts,give me another choice
thankyou,thank you good bye
request,whats the phone number
request,the post code as well please
inform,a cheap restaurant in the north part of town
inform,dont care
inform,in the west
request,phone number
thankyou,thank you
request,whats the address and phone number
request,whats the phone number
reqalts,is there a restaurant serving vietnamese food
inform,im looking for north american food
thankyou,thank you good bye
reqalts,how about italian type of food
request,price range
inform,i want a restaurant that serves british food
thankyou,thank you good bye
request,phone number
inform,food
thankyou,thank you good bye
request,where is it
inform,im looking for a moderate priced restaurant in the north part of town
inform,australian food
inform,japanese
request,what kind of food do they serve
inform,expensive russian food
inform,its expensive
reqalts,how about modern european food
null,sil
hello,hello
bye,good bye
thankyou,thank you good bye
inform,spanish food
inform,italian
reqalts,how about cantonates food
null,unintelligible
inform,korean food
inform,im looking for a restaurant in the north part of town and it should serve
request,phone number
inform,im looking for a cheap restaurant in the west part of town
negate,no
inform,south
thankyou,thank you good bye
inform,any
request,whats the address
reqalts,anything else
inform,north
thankyou,thank you good bye
inform,european food
inform,food
inform,im looking for a restaurant in the east part of town that serves canapes
request,what is the address
reqalts,how european food
request,address
thankyou,thank you good bye
inform,i dont care
request,address phone number
inform,um i want a restaurant in the north side of town and i want to eat christmas food
thankyou,thank you good bye
request,phone number
request,whats the address
inform,im looking for an expensive restaurant that serves sea food
reqalts,is there anything else
thankyou,thank you good bye
request,address
inform,creative food
affirm,yes
inform,expensive restaurant
request,and the phone number
inform,vietnamese
request,price range
inform,im looking for a restaurant in the east part of town that serves chinese food
inform,i need an expensive restaurant serving british food
inform,british food
request,what type of food do they serve
request,could i have its address
inform,caribbean food
inform,irish food noise
inform,world
