dialog_act,utterance
inform,anything cheap
request,thats fine can i get their phone number please
request,and whats the postcode
request,can i have the phone number of the venue
inform,im looking for something moderately priced
reqalts,what about spanish
reqalts,is there any thing else
request,what is la margheritas address
inform,oh anything
bye,okay forget it goodbye
repeat,cant repeat
inform,moderate moderate moderate moderate
request,okay and uh whats their phone number please
inform,whats a cheap restaurant in the west
request,address phone number and price range
reqalts,what about the east part of town
inform,find a restaurant in the south part of town
inform,i am looking for a british restaurant
inform,uh any part of town
reqalts,uh what about indian food
inform,isian food
inform,any is okay
inform,turkish food any area
inform,i want gastropub
inform,that serves indian food
inform,i am searching for a restaurant in the center that serves
inform,russian food
inform,i would like moroccan food
inform,looking for a restaurant in the west part of town that serves bistro food
confirm,okay is it in the north side of town
request,whats the address for moderately priced restaurants in the south part of town
inform,i want to find a expensive restaurant in the south part of town
inform,i want a polynesian restaurant in the west part of town
inform,breath unusual food
inform,i need a moderately priced restaurant in the north part of town
inform,i need an expensive restaurant that serves afghan food
reqalts,how about british type of food
inform,what about irish food
inform,unusal
inform,im looking for a restaurant in the north part of town that serves french
inform,find me italian food
inform,im looking for a unintelligible food
null,range
request,may i have their address and phone number
inform,moderate range
inform,portuguese
request,could i have the phone number and type of venue
inform,i am looking for a moderately priced restaurant
request,uh does it serve
confirm,is it in the east of town
request,an area
inform,something catalan food
negate,no no im looking
inform,iam looking for a restaurant in the center
request,can i have their phone number please
inform,i want a restaurant in the we
inform,cheap food in the east part of town
request,what is the address and telephone number
inform,uh gastropub
reqalts,and what is the other restaurant
inform,im looking for a restaurant in the center of town that
inform,im looking for a moderately priced restaurant that serves spanish food
inform,turkish
request,okay what about the post code
request,may i have the address please
