dialog_act,utterance
request,whats the phone number
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive
thankyou,thank you good bye
request,can i have the address and phone number
thankyou,thank you good bye
request,okay can i get the address
affirm,yes
inform,im looking for a restaurant that serves irish food
thankyou,thank you good bye
request,what kind of food does it serve
bye,good bye
request,whats the address
thankyou,thank you good bye
inform,i dont care
hello,hi im looking for a cheap restaurant in the south part of town
reqalts,what about indian food
request,can i have the address
hello,um hi i want to find a restaurant in the town center that serves
inform,i dont care bye
reqalts,um how about italian food
request,what kind of food
null,okay
negate,no indian
request,whats the address
inform,looking for a cheap restaurant serving portuguese food
inform,im looking for a cheap restaurant with spanish food
inform,dont care
request,address and phone number
request,what is the phone number
inform,serve persian food
thankyou,thank you good bye
bye,good bye
inform,what about vietnamese
thankyou,thank you good bye
bye,goodbye
inform,italian
inform,im looking for a restaurant in the center of town that serves
thankyou,thank you good bye
thankyou,thank you good bye
repeat,repeat
inform,in the inner south
reqalts,how about european food
null,unintelligible
inform,i dont care about the price range
inform,how bout thai
inform,west
request,noise may i have its address
inform,north
thankyou,thank you
inform,are there any serves asian oriental
request,phone number
thankyou,thank you good bye
negate,no
inform,vegetarian
inform,british food
affirm,ye
request,address
request,whats their address and phone number
reqalts,is there anything else
inform,i dont care
request,could i have the address phone number and area
inform,east
inform,any
reqalts,how about asian oriental
request,phone number
inform,international
inform,i dont care
request,what is the address
inform,italian food
affirm,yes
inform,it doesnt matter in the south part of town
thankyou,thank you good bye
reqalts,anything else
inform,asian oriental
inform,i dont care
thankyou,thank you goodbye
inform,any
inform,romanian
inform,pan asian
request,address
request,what is the post code
request,what is the address phone number and price range
inform,chinese
inform,indian
inform,singaporean
null,okay
inform,im looking for a place that serves mexican food
request,what is the address
inform,vietnamese food
thankyou,thank you goodbye
request,whats the phone number
inform,modern european
inform,polynesian
inform,north
thankyou,thank you good bye
bye,ok thank you goodbye
request,whats the address
inform,i need a restaurant in the center of town
affirm,uh yes im looking for a restaurant that serves afghan food
inform,dont care
negate,no
request,whats the phone number
request,phone number
request,whats the address
inform,moderate
request,whats the address
inform,a restaurant serving french food
inform,restaurant west part of town
inform,i dont care
inform,south of town
inform,spanish food
request,address
inform,west
inform,east
inform,vietnamese
inform,vietnamese food
request,type of food do they serve
inform,european
confirm,is it in the west part of town
inform,thai food
inform,doesnt matter
null,unintelligible
request,what is the address of that venue
inform,serves lebanese
request,whats their phone number
thankyou,thank you good bye
inform,unusual
reqalts,uh how about moderately priced
inform,any type
request,what about the phone number
request,type of food
thankyou,thank you good bye
inform,cheap restaurant
request,price range
thankyou,thank you good bye
negate,no
inform,moroccan
request,what food is in the west part of town
null,sil
reqalts,how about gastropub type of food
request,post code
affirm,yes
inform,im looking for a restaurant serving asian oriental
null,sil
request,phone number
inform,indonesian food
reqalts,how about vietnamese
inform,lebanese
thankyou,thank you goodbye
request,can i have the address and phone number please
request,phone number
inform,im looking for a restaurant that serves mexican food
null,croatia
inform,iam looking
inform,mediterranean
thankyou,thank you good bye
inform,swiss
thankyou,thank you good bye
inform,international
null,noise
bye,good bye
thankyou,thank you good bye
null,noise
hello,hi im looking for a moderately priced restaurant
reqalts,is there anything else
request,and phone number please
request,could i have the address
thankyou,thank you good bye
null,pizza
request,phone number
request,what area is it in
confirm,does it serve kitalian food
request,whats the address
inform,dont care
thankyou,thank you good bye
confirm,is that asian oriental type of food
inform,gastropub food
inform,expensive
request,how about the address
request,price range
inform,dont care
inform,restaurant north
request,and whats their phone number
inform,im looking for a restaurant in the south part of town that serves
